Name;Year;Publisher;Genre;women_percentage;men_percentage;Platform;Console_Name;Manufacturer;Release_Year;Sales;Type;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Rayman Legends;2014;Ubisoft;Platform;0,25;0,75;XOne;Xbox One;Microsoft;2013;46,9;Home;0,13;0,18;0;0,03
Rayman Origins;2012;Ubisoft;Platform;0,25;0,75;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,35;0;0,11
Rayman Raving Rabbids;2007;Ubisoft;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,01;0;0,01
Reign of Fire;2002;BAM! Entertainment;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Resident Evil: Revelations 2;2015;Capcom;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;0,13;0,24;0,1;0,07
Riding Spirits;2002;BAM! Entertainment;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Robotech: Battlecry;2002;TDK Mediactive;Shooter;0,055;0,945;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Rocky: Legends;2004;Ubisoft;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Rubik's World;2008;Game Factory;Puzzle;0,42;0,58;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,01;0;0,01
Rugrats: Royal Ransom;2002;THQ;Platform;0,25;0,75;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Rune: Viking Warlord;2001;Take-Two Interactive;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Saints Row IV;2015;Deep Silver;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;0,13;0,17;0,03;0,06
Sam & Max: Season One;2008;JoWood Productions;Adventure;0,36;0,64;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,01;0;0,01
SAW;2009;Konami Digital Entertainment;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,17;0;0,07
SAW;2009;Konami Digital Entertainment;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,12;0;0,03
Scene It? Bright Lights! Big Screen!;2009;Warner Bros. Interactive Entertainment;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Scooby-Doo! Unmasked;2005;THQ;Platform;0,25;0,75;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Secret Agent Clank;2009;Sony Computer Entertainment;Platform;0,25;0,75;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,18;0;0,29
Sega Superstars Tennis;2008;Sega;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,2;0;0,08
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei;2013;Marvelous Entertainment;Fighting;0,134;0,866;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,02;0,16;0,05
Sesame Street: Elmo's Number Journey;1998;NewKidCo;Misc;0,38;0,62;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Shadow of Rome;2005;Capcom;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Shadow The Hedgehog;2005;Sega;Platform;0,25;0,75;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Shin Megami Tensei: Devil Summoner - Soul Hackers;2012;Atlus;Role-Playing;0,26;0,74;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,02;0,14;0,01
Shin Megami Tensei: Persona 2: Innocent Sin;2011;Atlus;Role-Playing;0,26;0,74;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,03;0,11;0,03
Shrek Extra Large;2002;TDK Mediactive;Platform;0,25;0,75;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Sid Meier's Pirates!;2010;Take-Two Interactive;Strategy;0,09;0,91;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,02;0;0,01
Silent Hill: Book of Memories;2012;Konami Digital Entertainment;Action;0,18;0,82;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,13;0,06;0;0,04
Silent Hill: Shattered Memories;2010;Konami Digital Entertainment;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,22;0,01;0,23
Sing Party;2012;Nintendo;Misc;0,38;0,62;WiiU;Wii U;Nintendo;2012;13,56;Home;0,13;0,12;0;0,02
SNK Arcade Classics Vol. 1;2008;Ignition Entertainment;Misc;0,38;0,62;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0;0,01;0,01
Space Invaders;1999;Activision;Shooter;0,055;0,945;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
Spawn: Armageddon;2003;Electronic Arts;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Spider-Man: Edge of Time;2011;Activision;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,07;0;0,03
Spider-Man: Friend or Foe;2007;Activision;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,01;0;0,01
Spider-Man: Shattered Dimensions;2010;Activision;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,09;0;0,02
SpongeBob SquigglePants 3D;2011;THQ;Misc;0,38;0,62;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,05;0;0,02
Sports Illustrated for Kids: Football;2003;BAM! Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
SSX On Tour;2005;Electronic Arts;Sports;0,02;0,98;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Star Wars Battlefront (2015);2015;Electronic Arts;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;0,13;0,37;0;0,04
Starcraft 64;2000;Nintendo;Strategy;0,09;0,91;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
State of Emergency;2003;Take-Two Interactive;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Stormrise;2009;Sega;Strategy;0,09;0,91;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,02;0;0,02
Street Fighter EX2 Plus;1998;Virgin Interactive;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Stuntman: Ignition;2007;THQ;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Sudoku Gridmaster;2006;Nintendo;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,03;0;0,01
Super Dodgeball Brawlers;2008;Arc System Works;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
SWAT: Global Strike Team;2003;Vivendi Games;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Tactics Ogre: The Knight of Lodis;2001;Nintendo;Role-Playing;0,26;0,74;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0,31;0,01
Terminator Salvation;2009;Warner Bros. Interactive Entertainment;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,29;0,01;0,11
Terminator Salvation;2009;Warner Bros. Interactive Entertainment;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,18;0;0,04
The 3rd Birthday;2010;Square Enix;Role-Playing;0,26;0,74;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,07;0,27;0,05
The Adventures of Tintin: The Game;2011;Ubisoft;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,17;0;0,04
The Amazing Race;2010;Ubisoft;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
The Dog Island;2007;Ubisoft;Adventure;0,36;0,64;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
The Game of Life / Yahtzee / Payday;2005;Zoo Digital Publishing;Misc;0,38;0,62;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
The Golden Compass;2007;Sega;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0;0;0,39
The Grim Adventures of Billy & Mandy;2006;Midway Games;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
The History Channel: Civil War - A Nation Divided;2006;Activision;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0;0;0,01
The Hobbit;2003;Vivendi Games;Platform;0,25;0,75;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
The Incredibles: Rise of the Underminer;2005;THQ;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,01;0;0,01
The Last Airbender;2010;THQ;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,04;0;0,01
The Penguins of Madagascar;2010;THQ;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,12;0;0,02
The Powerpuff Girls: Chemical X-Traction;2001;BAM! Entertainment;Action;0,18;0,82;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
The Scorpion King: Sword of Osiris;2002;Vivendi Games;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
The Shoot;2010;Sony Computer Entertainment;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,13;0,16;0,01;0,06
The Wizard of Oz: Beyond The Yellow Brick Road;2008;D3Publisher;Role-Playing;0,26;0,74;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Theatrhythm Final Fantasy: Curtain Call;2014;Square Enix;Misc;0,38;0,62;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,08;0,15;0,02
Thief: Deadly Shadows;2004;Eidos Interactive;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Thomas the Tank Engine & Friends;2004;N/A;Adventure;0,36;0,64;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Thrillville: Off the Rails;2007;LucasArts;Strategy;0,09;0,91;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,02;0;0,01
Tiger Woods PGA Tour;2004;Electronic Arts;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Tiger Woods PGA Tour 07;2006;Electronic Arts;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,13;0,05;0;0,01
Tiger Woods PGA Tour 2004;2003;Electronic Arts;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Tom and Jerry in Fists of Furry;2000;Ubisoft;Fighting;0,134;0,866;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,13;0,03;0;0
Tom and Jerry in War of the Whiskers;2002;Ubisoft;Fighting;0,134;0,866;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Tom Clancy's Rainbow Six: Rogue Spear;2001;Ubisoft;Shooter;0,055;0,945;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Top Shot Arcade;2011;Activision;Shooter;0,055;0,945;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0;0;0,01
Transformers: Dark of the Moon;2011;Activision;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,13;0,13;0;0,03
Transformers: Prime;2012;Activision;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,13;0,03;0;0,01
Travel Games For Dummies;2008;Electronic Arts;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Trials Fusion;2014;Ubisoft;Racing;0,06;0,94;PS4;PlayStation 4;Sony;2013;108,9;Home;0,13;0,21;0,01;0,08
True Crime: New York City;2005;Activision;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;0,13;0,03;0;0
Van Helsing;2007;Activision;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,13;0,04;0;0,01
Virtua Tennis;2002;Atari;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,13;0,05;0;0
Virtua Tennis 2009;2009;Sega;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,13;0,21;0;0,04
Wave Rally;2001;Eidos Interactive;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
Way of the Samurai;2002;Eidos Interactive;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0,25;0,03
Where the Wild Things Are;2009;Warner Bros. Interactive Entertainment;Platform;0,25;0,75;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0;0;0,01
Wild 9;1998;Interplay;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
WipEout Pulse;2007;Sony Computer Entertainment;Racing;0,06;0,94;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,12;0;0,06
WordJong;2007;White Park Bay Software;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,01;0;0,01
World Championship Poker: Howard Lederer - All In;2006;505 Games;Misc;0,38;0,62;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0;0;0,01
XGIII: Extreme G Racing;2001;Acclaim Entertainment;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0,1;0;0,03
X-Men Origins: Wolverine;2009;Activision;Action;0,18;0,82;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,03;0;0,03
X-Men Origins: Wolverine;2009;Activision;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,13;0;0;0,05
XS Airboat Racing;2002;XS Games;Racing;0,06;0,94;PS;PlayStation;Sony;1994;102,49;Home;0,13;0,09;0;0,02
Yu-Gi-Oh! 5D's Tag Force 5;2010;Konami Digital Entertainment;Strategy;0,09;0,91;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,13;0,05;0,14;0,03
Yu-Gi-Oh! World Championship 2008;2007;Konami Digital Entertainment;Strategy;0,09;0,91;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,02;0,12;0,01
ZhuZhu Puppies;2011;Activision;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,13;0,04;0;0,01
1001 Touch Games;2011;Avanquest;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0,17;0;0,04
25 to Life;2006;Eidos Interactive;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,12;0,04;0;0,01
50 Cent: Blood on the Sand;2009;THQ;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0,07;0;0,02
Adrenalin Misfits;2010;Konami Digital Entertainment;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0,02;0;0,01
Afrika;2008;Unknown;Adventure;0,36;0,64;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0;0,08;0,01
Afro Samurai;2009;Atari;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,05;0;0,03
Alien: Isolation;2014;Sega;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,19;0;0,07
All Star Cheer Squad 2;2009;THQ;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,12;0;0;0,01
All-Star Baseball 2003;2002;Acclaim Entertainment;Sports;0,02;0,98;GC;GameCube;Nintendo;2001;21,74;Home;0,12;0,03;0;0
Alvin and the Chipmunks;2007;Brash Entertainment;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Angel Blade: Neo Tokyo Guardians;1997;On Demand;Role-Playing;0,26;0,74;PS;PlayStation;Sony;1994;102,49;Home;0,12;0,08;0;0,01
Angry Birds Trilogy;2012;Activision;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,02;0;0,02
Apache: Air Assault;2010;Activision;Simulation;0,69;0,31;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0,04;0;0,01
Ape Escape 2;2002;Sony Computer Entertainment;Platform;0,25;0,75;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0,38;0,03
Are You Smarter than a 5th Grader? Game Time;2009;THQ;Puzzle;0,42;0,58;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0;0;0,01
Army Men: Sarge's War;2004;Global Star;Shooter;0,055;0,945;GC;GameCube;Nintendo;2001;21,74;Home;0,12;0,03;0;0
Army Men: Soldiers of Misfortune;2008;Zoo Games;Shooter;0,055;0,945;Wii;Wii;Nintendo;2006;101,63;Home;0,12;0;0;0,01
Army of Two: The 40th Day;2010;Electronic Arts;Shooter;0,055;0,945;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,12;0,13;0;0,08
Atelier Totori: The Adventurer of Arland;2010;Nippon Ichi Software;Role-Playing;0,26;0,74;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,07;0,21;0,03
Avatar: The Last Airbender - Into the Inferno;2008;THQ;Adventure;0,36;0,64;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0;0,03
Back At The Barnyard: Slop Bucket Games;2008;THQ;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Backyard Baseball '09;2008;Atari;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Backyard Sports Football: Rookie Rush;2010;Atari;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,12;0;0;0,01
Baja: Edge of Control;2008;THQ;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0,06;0;0,02
Bakugan: Battle Trainer;2010;Activision;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Barbie and the Three Musketeers;2009;Activision;Adventure;0,36;0,64;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Barbie Super Sports;1999;Mattel Interactive;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,12;0,08;0;0,01
Batman Begins;2005;Electronic Arts;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,12;0,05;0;0
Battlefield: Hardline;2015;Electronic Arts;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,23;0,07;0,07
Ben 10 Ultimate Alien: Cosmic Destruction;2010;D3Publisher;Platform;0,25;0,75;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,09;0;0,04
Bionic Commando;2009;Capcom;Platform;0,25;0,75;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,17;0,01;0,07
Bionic Commando;2009;Capcom;Platform;0,25;0,75;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0,12;0,01;0,03
Bleach: Dark Souls;2007;Sega;Fighting;0,134;0,866;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0,02;0;0,01
Blinx 2: Masters of Time & Space;2004;Microsoft Game Studios;Platform;0,25;0,75;XB;Xbox;Microsoft;2001;24;Home;0,12;0,03;0;0,01
Blue Dragon Plus;2008;Ignition Entertainment;Role-Playing;0,26;0,74;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0,04;0,05;0,01
Bolt;2008;Disney Interactive Studios;Adventure;0,36;0,64;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,05;0;0,02
Brain Assist;2007;Sega;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Britney's Dance Beat;2002;THQ;Misc;0,38;0,62;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0;0,03
Broken Sword: Shadow of the Templars - The Director's Cut;2009;Ubisoft;Adventure;0,36;0,64;Wii;Wii;Nintendo;2006;101,63;Home;0,12;0,1;0;0,02
Burnout 2: Point of Impact;2003;Acclaim Entertainment;Racing;0,06;0,94;GC;GameCube;Nintendo;2001;21,74;Home;0,12;0,03;0;0
Bust-A-Move 4;1998;Acclaim Entertainment;Puzzle;0,42;0,58;PS;PlayStation;Sony;1994;102,49;Home;0,12;0,08;0;0,01
Cabela's Alaskan Adventure;2006;Activision;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0;0;0,01
Cabela's Big Game Hunter: Ultimate Challenge;2001;Activision Value;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,12;0,08;0;0,01
Cabela's Dangerous Hunts 2009;2008;Activision;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0;0;0,01
Cabela's Dangerous Hunts 2009;2008;Activision Value;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0;0;0,01
Cabela's Dangerous Hunts 2011;2010;Activision;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Call of Juarez: The Cartel;2011;Ubisoft;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,13;0;0,05
Cars: Mater-National Championship;2007;THQ;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0;0,03
Chessmaster: The Art of Learning;2007;Ubisoft;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0,03;0;0,01
Chuck E. Cheese's Game Room;2010;UFO Interactive;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0;0;0,01
Codename: Kids Next Door: Game Boy Advance Video Volume 1;2004;N/A;Misc;0,38;0,62;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,12;0,05;0;0
Crash Tag Team Racing;2005;Vivendi Games;Racing;0,06;0,94;GC;GameCube;Nintendo;2001;21,74;Home;0,12;0,03;0;0
CSI: Fatal Conspiracy;2010;Ubisoft;Adventure;0,36;0,64;Wii;Wii;Nintendo;2006;101,63;Home;0,12;0,08;0;0,02
Culdcept SAGA;2006;Namco Bandai Games;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0;0,03;0,01
Curious George;2006;Namco Bandai Games;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,12;0,04;0;0
Dance Dance Revolution: Disney Channel Edition;2008;Konami Digital Entertainment;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0;0,03
DanceDanceRevolution;2010;Konami Digital Entertainment;Simulation;0,69;0,31;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,05;0;0,02
Dante's Inferno;2010;Electronic Arts;Action;0,18;0,82;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,12;0,03;0,01;0,03
Dark Rift;1997;Vic Tokai;Fighting;0,134;0,866;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,12;0,03;0;0
Dead Island;2011;Deep Silver;Action;0,18;0,82;PC;Personal Computer;Computer;1975;999,99;Home;0,12;0,07;0;0,03
Dead to Rights: Reckoning;2005;Electronic Arts;Shooter;0,055;0,945;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,12;0;0;0,01
Deadliest Catch: Sea of Chaos;2010;Crave Entertainment;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,12;0;0;0,01
Digimon World: Data Squad;2006;Namco Bandai Games;Role-Playing;0,26;0,74;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0;0,03
Disney's Home on the Range;2004;Disney Interactive Studios;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,12;0,04;0;0
DmC: Devil May Cry;2015;Capcom;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;0,12;0,13;0;0,05
Dokapon Kingdom;2008;Sting;Role-Playing;0,26;0,74;Wii;Wii;Nintendo;2006;101,63;Home;0,12;0;0;0,01
Dora the Explorer: Journey to the Purple Planet;2005;Global Star;Adventure;0,36;0,64;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0;0,03
Dr. Mario / Puzzle League;2005;Nintendo;Puzzle;0,42;0,58;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,12;0,04;0,16;0,01
Dragon Ball GT: Game Boy Advance Video Volume 1;2004;N/A;Misc;0,38;0,62;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,12;0,05;0;0
Dragon Ball Z: Extreme Butoden;2015;Namco Bandai Games;Fighting;0,134;0,866;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,12;0,03;0,16;0,02
Driver: Parallel Lines;2006;Atari;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,1;0,03;0,03
Dynasty Warriors 4;2003;Tecmo Koei;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,12;0,03;0;0,01
Dynasty Warriors 6;2008;Tecmo Koei;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,12;0,09;0;0,03
Dynasty Warriors 8;2013;Tecmo Koei;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,11;0,34;0,05
Eragon;2006;Vivendi Games;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0,01;0;0,01
ESPN Final Round Golf 2002;2001;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,12;0,05;0;0
Etrian Odyssey IV: Legends of the Titans;2012;Atlus;Role-Playing;0,26;0,74;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,12;0,05;0,2;0,01
F1 2011;2011;Codemasters;Racing;0,06;0,94;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,75;0,11;0,25
F1 2012;2012;Codemasters;Racing;0,06;0,94;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,64;0,05;0,25
Family Guy: Back to the Multiverse;2012;Activision;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,12;0;0,05
Fantastic Four: Rise of the Silver Surfer;2007;Take-Two Interactive;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0,12;0,02;0;0,02
Fatal Inertia;2007;Tecmo Koei;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;0,12;0;0;0,01
FIFA 12;2011;Electronic Arts;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,12;0,26;0,02;0,14
FIFA Soccer 09;2008;Electronic Arts;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,12;0,31;0;0,06
